Crop,Disease,Temperature(C),Humidity(%),Rainfall(mm),Soil_pH,Soil_Moisture(%),Leaf_Spots,Wilting
Groundnut,Tikka Disease,44.0,83,366,4.9,52,1,0
Maize,Downy Mildew,23.5,36,141,7.7,75,1,0
Cotton,Boll Rot,43.5,35,137,6.0,10,1,1
Mango,Powdery Mildew,40.2,46,129,8.0,54,1,1
Onion,Healthy,33.9,57,223,8.2,90,0,0
Rice,Healthy,16.1,41,167,7.6,78,0,0
Wheat,Healthy,26.8,76,59,5.2,50,0,0
Mango,Anthracnose,32.1,94,194,6.6,54,0,0
Sugarcane,Red Rot,29.9,81,7,7.7,58,1,1
Wheat,Smut,41.8,75,28,5.7,88,0,1
Potato,Healthy,34.9,77,250,7.5,82,0,0
Chilli,Leaf Curl,24.4,73,337,7.3,89,1,0
Potato,Late Blight,39.6,84,48,5.1,85,1,1
Tomato,Healthy,35.1,44,393,5.7,48,0,1
Soybean,Healthy,37.4,93,292,8.0,31,0,0
Banana,Panama Disease,33.1,85,313,7.4,14,1,1
Cotton,Leaf Curl Virus,40.6,81,75,5.0,18,1,1
Soybean,Healthy,26.9,85,210,5.0,72,1,0
Maize,Downy Mildew,26.7,46,322,6.7,26,1,1
Potato,Healthy,22.7,91,342,6.4,78,1,0
Apple,Apple Scab,33.0,80,174,7.3,29,1,1
Rice,Healthy,25.9,94,341,7.7,16,0,1
Tomato,Septoria Leaf Spot,31.0,34,358,7.3,82,1,0
Tomato,Early Blight,29.2,74,187,7.4,76,1,1
Cotton,Healthy,30.9,36,150,7.8,55,1,0
Potato,Late Blight,41.8,30,142,6.3,27,1,1
Maize,Healthy,24.0,35,367,5.0,50,0,0
Chilli,Leaf Curl,26.0,47,338,5.2,73,1,1
Wheat,Smut,24.2,83,367,5.1,14,1,1
Groundnut,Tikka Disease,43.8,81,48,6.0,83,1,0
Rice,Blast,22.6,47,26,7.9,41,1,1
Cotton,Healthy,38.9,76,136,5.2,16,0,0
Wheat,Smut,30.0,93,45,6.9,47,1,1
Cotton,Leaf Curl Virus,17.3,48,152,6.8,12,1,0
Rice,Bacterial Leaf Blight,44.7,95,103,5.5,38,1,1
Grapes,Powdery Mildew,28.0,65,385,8.0,44,1,0
Rice,Blast,31.3,51,352,6.6,20,1,0
Banana,Sigatoka,25.3,37,28,7.5,62,1,1
Groundnut,Rust,43.7,40,364,5.3,73,0,1
Sugarcane,Healthy,44.3,57,386,8.1,20,0,1
Grapes,Powdery Mildew,38.5,71,121,6.9,31,0,1
Mango,Healthy,35.9,80,260,4.8,24,1,0
Groundnut,Tikka Disease,44.8,34,7,5.0,29,0,1
Potato,Healthy,23.3,54,286,6.8,72,0,0
Sugarcane,Healthy,19.0,74,139,6.8,53,1,0
Wheat,Smut,41.2,34,206,5.5,28,1,1
Cotton,Healthy,26.3,59,29,7.2,88,0,0
Rice,Healthy,25.7,77,207,5.8,80,0,0
Tomato,Healthy,15.0,69,40,6.1,86,0,0
Tomato,Early Blight,20.5,41,297,5.7,19,1,1
Tomato,Septoria Leaf Spot,19.6,63,389,6.6,43,1,1
Cotton,Healthy,38.2,30,348,5.0,40,1,0
Rice,Healthy,15.2,66,291,7.5,42,0,0
Chilli,Healthy,38.7,49,65,6.7,66,1,0
Groundnut,Healthy,27.7,55,214,4.8,50,0,0
Sugarcane,Red Rot,15.5,37,215,7.8,87,1,1
Chilli,Leaf Curl,44.2,38,166,5.2,72,1,1
Potato,Healthy,40.7,67,242,7.9,56,0,0
Maize,Healthy,26.4,43,379,5.6,73,0,0
Grapes,Powdery Mildew,16.5,82,203,8.1,39,1,1
Mango,Healthy,32.2,47,142,6.4,65,1,0
Soybean,Rust,27.3,34,62,6.0,11,0,0
Potato,Late Blight,29.4,72,312,6.4,48,1,0
Apple,Fire Blight,33.5,95,1,6.7,48,1,1
Soybean,Bacterial Blight,32.9,31,290,7.9,50,1,1
Potato,Early Blight,41.0,70,384,5.4,31,1,1
Chilli,Anthracnose,24.8,87,156,7.2,59,1,1
Groundnut,Tikka Disease,27.8,47,369,5.5,61,1,1
Mango,Powdery Mildew,21.6,37,262,7.1,67,0,1
Maize,Healthy,19.9,54,182,7.3,19,0,1
Groundnut,Rust,16.9,46,378,5.0,26,1,1
Banana,Panama Disease,20.8,67,395,6.4,40,0,0
Apple,Fire Blight,42.5,42,27,7.2,26,1,1
Banana,Panama Disease,37.5,66,366,6.8,51,0,1
Maize,Downy Mildew,34.4,58,239,7.1,27,1,1
Groundnut,Tikka Disease,32.3,89,96,5.5,31,0,1
Chilli,Leaf Curl,24.2,80,9,6.5,83,1,1
Grapes,Powdery Mildew,16.7,71,114,6.5,44,1,1
Wheat,Healthy,23.2,81,392,5.4,33,0,0
Cotton,Leaf Curl Virus,28.9,91,83,5.7,30,0,1
Mango,Powdery Mildew,32.1,46,92,6.5,62,1,1
Mango,Healthy,18.8,81,93,4.8,17,0,0
Mango,Healthy,20.9,68,396,5.7,42,0,0
Groundnut,Healthy,35.4,86,223,7.0,54,0,0
Apple,Healthy,24.7,54,305,7.0,81,0,1
Sugarcane,Healthy,19.1,44,23,5.4,12,0,0
Mango,Healthy,24.4,72,47,7.7,72,0,1
Banana,Healthy,40.4,73,11,8.1,23,0,0
Cotton,Healthy,25.5,64,218,4.8,15,0,0
Onion,Purple Blotch,22.2,38,112,5.6,86,1,0
Sugarcane,Red Rot,15.3,80,77,6.2,38,1,0
Mango,Powdery Mildew,15.6,72,244,7.7,89,0,1
Sugarcane,Smut,44.0,34,13,8.0,30,1,1
Onion,Downy Mildew,26.5,53,312,5.0,60,0,0
Banana,Panama Disease,44.6,95,367,7.3,81,0,1
Maize,Leaf Blight,42.1,72,210,7.2,41,1,1
Apple,Apple Scab,17.3,95,185,6.1,84,0,0
Banana,Healthy,37.9,47,73,8.0,51,0,0
Soybean,Bacterial Blight,31.6,58,85,7.2,15,1,1
Grapes,Powdery Mildew,23.3,80,191,5.2,64,1,1
Mango,Powdery Mildew,34.6,60,242,5.4,51,1,1
Groundnut,Rust,35.6,43,266,5.5,21,1,0
Mango,Healthy,28.6,39,82,7.5,31,1,0
Potato,Late Blight,39.0,94,356,7.6,58,1,0
Soybean,Healthy,26.5,93,370,5.3,56,1,0
Onion,Purple Blotch,29.4,68,289,7.1,30,0,1
Mango,Anthracnose,43.4,94,85,6.8,43,1,0
Cotton,Boll Rot,28.9,72,305,6.8,64,1,1
Grapes,Healthy,26.9,42,55,5.5,44,0,0
Onion,Purple Blotch,25.5,67,345,4.9,49,1,0
Onion,Purple Blotch,39.4,79,46,6.6,73,0,0
Rice,Blast,31.0,84,116,5.5,39,1,0
Sugarcane,Healthy,31.6,63,0,5.8,79,0,0
Mango,Healthy,33.4,61,142,6.9,85,0,0
Mango,Healthy,18.4,72,400,7.8,32,0,0
Groundnut,Rust,24.5,51,83,5.9,14,1,1
Tomato,Septoria Leaf Spot,37.4,57,9,5.8,23,1,1
Maize,Downy Mildew,34.8,40,304,7.2,54,0,0
Onion,Downy Mildew,26.3,50,23,8.2,30,1,1
Chilli,Healthy,24.7,46,123,7.2,66,0,1
Groundnut,Rust,24.4,43,244,6.3,39,0,1
Grapes,Powdery Mildew,38.7,60,88,7.0,49,1,1
Rice,Healthy,34.0,92,176,6.1,54,0,0
Mango,Anthracnose,24.0,53,231,6.5,28,1,1
Rice,Blast,32.4,58,194,7.5,39,0,1
Onion,Healthy,33.4,48,8,5.3,76,0,0
Potato,Early Blight,39.9,35,311,5.7,26,1,1
Potato,Late Blight,27.1,44,393,5.7,11,1,0
Cotton,Boll Rot,39.2,94,23,6.0,29,1,0
Rice,Bacterial Leaf Blight,21.7,36,2,6.6,28,1,1
Chilli,Healthy,38.4,58,399,7.9,33,1,0
Potato,Early Blight,34.4,60,268,7.2,61,1,0
Wheat,Smut,31.7,62,290,7.0,82,1,1
Onion,Downy Mildew,37.3,69,115,5.5,84,1,1
Groundnut,Healthy,31.3,77,339,6.3,56,0,0
Wheat,Healthy,38.5,41,272,5.7,54,0,0
Tomato,Healthy,40.2,69,382,5.8,68,0,0
Banana,Panama Disease,36.5,32,19,6.4,14,1,1
Tomato,Healthy,37.9,39,331,5.5,82,0,0
Mango,Healthy,27.4,56,262,5.9,59,0,0
Wheat,Rust,37.7,75,400,6.0,36,1,1
Wheat,Powdery Mildew,27.4,38,331,7.3,16,1,0
Tomato,Late Blight,18.4,52,113,6.5,42,0,0
Tomato,Late Blight,35.8,61,1,7.0,67,0,0
Rice,Brown Spot,35.4,86,336,7.3,83,0,1
Potato,Late Blight,35.3,40,14,4.9,11,0,1
Groundnut,Tikka Disease,39.5,31,184,8.0,87,1,0
Banana,Panama Disease,32.2,54,171,5.5,84,1,1
Potato,Late Blight,26.2,72,87,6.5,13,1,1
Banana,Panama Disease,23.0,88,344,5.6,51,1,1
Banana,Healthy,20.0,41,136,7.7,64,0,0
Maize,Downy Mildew,18.8,83,202,5.4,64,0,1
Onion,Downy Mildew,35.4,90,212,6.1,44,1,0
Soybean,Bacterial Blight,26.5,61,45,5.0,56,0,1
Wheat,Powdery Mildew,23.7,78,344,7.7,54,1,1
Cotton,Healthy,26.5,41,334,6.0,69,0,0
Apple,Apple Scab,25.6,80,351,5.1,76,0,0
Maize,Healthy,15.4,94,350,5.9,40,0,0
Grapes,Downy Mildew,28.6,66,278,7.8,15,1,1
Maize,Healthy,34.8,51,79,7.3,17,0,0
Groundnut,Rust,31.4,41,215,7.1,53,1,1
Sugarcane,Smut,31.7,66,395,7.3,44,0,1
Groundnut,Healthy,39.3,51,257,6.9,40,0,0
Soybean,Rust,15.4,93,389,5.3,58,0,0
Groundnut,Rust,33.4,95,168,4.9,25,1,1
Banana,Healthy,27.7,84,125,6.7,38,0,0
Wheat,Smut,16.0,82,199,6.7,64,1,0
Chilli,Leaf Curl,39.3,64,147,8.0,78,1,1
Onion,Healthy,37.9,94,311,5.0,27,0,0
Rice,Bacterial Leaf Blight,21.3,92,143,5.4,16,0,1
Chilli,Anthracnose,27.0,63,105,6.8,50,1,1
Groundnut,Rust,23.9,52,150,7.8,85,0,0
Apple,Fire Blight,36.6,51,17,4.9,24,0,1
Chilli,Anthracnose,42.4,72,332,7.2,15,1,1
Banana,Panama Disease,17.8,43,204,7.9,15,0,0
Potato,Early Blight,26.3,63,142,5.2,30,1,0
Apple,Healthy,24.7,84,290,8.2,12,0,0
Banana,Sigatoka,42.7,45,278,6.1,14,1,1
Groundnut,Tikka Disease,43.2,82,106,7.7,18,1,0
Tomato,Healthy,41.4,91,212,7.6,66,0,0
Maize,Healthy,35.1,33,209,7.7,88,0,0
Cotton,Boll Rot,26.3,46,313,7.5,40,1,1
Potato,Healthy,44.9,93,301,6.6,13,0,0
Onion,Healthy,35.6,73,358,5.6,25,1,0
Tomato,Late Blight,19.9,49,4,7.9,50,1,1
Groundnut,Healthy,16.4,48,275,7.4,70,0,0
Grapes,Downy Mildew,42.0,58,8,6.1,44,1,1
Tomato,Septoria Leaf Spot,21.3,33,232,5.0,37,1,1
Grapes,Downy Mildew,36.9,76,191,6.2,51,1,1
Apple,Fire Blight,30.9,71,171,5.1,12,1,1
Onion,Healthy,28.4,66,293,6.2,47,1,0
Rice,Bacterial Leaf Blight,38.0,54,261,7.7,58,0,0
Banana,Healthy,35.5,54,202,5.3,23,0,0
Groundnut,Healthy,43.0,89,331,7.1,13,0,0
Maize,Healthy,20.5,63,69,6.9,37,0,0
Mango,Healthy,32.5,60,135,5.9,39,0,0
Maize,Healthy,18.0,76,296,7.9,62,0,0
Sugarcane,Red Rot,21.8,93,88,7.5,79,0,0
Onion,Purple Blotch,26.4,30,207,6.4,18,0,1
Groundnut,Tikka Disease,42.3,47,150,7.1,50,0,1
Maize,Downy Mildew,42.2,61,97,6.8,89,1,1
Maize,Leaf Blight,25.4,55,295,7.0,87,1,1
Tomato,Healthy,25.7,74,23,8.2,41,0,0
Soybean,Healthy,23.4,30,332,7.2,60,0,0
Cotton,Boll Rot,29.4,69,188,7.0,64,1,1
Mango,Anthracnose,38.0,49,46,5.7,36,1,0
Groundnut,Tikka Disease,42.4,32,114,6.0,86,1,1
Tomato,Septoria Leaf Spot,23.0,54,195,5.4,37,0,1
Cotton,Boll Rot,29.0,33,26,8.1,47,0,1
Mango,Healthy,23.2,86,180,8.2,14,0,0
Banana,Healthy,32.2,58,250,6.4,48,0,0
Potato,Healthy,23.5,52,282,4.8,37,0,0
Onion,Downy Mildew,33.2,52,108,7.1,52,0,1
Cotton,Boll Rot,23.9,40,105,5.8,80,0,0
Maize,Healthy,16.8,44,47,7.1,78,0,0
Apple,Healthy,37.9,57,189,6.5,40,0,0
Sugarcane,Red Rot,21.3,45,187,6.5,49,0,1
Wheat,Powdery Mildew,41.4,49,214,7.4,23,0,0
Soybean,Healthy,27.4,81,124,7.0,76,0,0
Maize,Leaf Blight,40.0,37,89,6.2,33,1,1
Potato,Healthy,33.3,43,159,7.3,55,0,0
Apple,Apple Scab,18.2,83,259,4.9,76,0,0
Groundnut,Healthy,33.7,62,66,4.9,48,0,0
Grapes,Healthy,25.5,30,186,5.2,29,0,0
Tomato,Late Blight,29.1,92,206,7.1,58,1,1
Wheat,Powdery Mildew,38.5,84,165,6.9,85,0,0
Banana,Panama Disease,20.7,59,225,6.7,73,1,0
Sugarcane,Smut,21.0,79,160,7.3,34,1,1
Cotton,Leaf Curl Virus,28.4,91,109,7.6,26,1,0
Banana,Healthy,41.5,95,29,6.4,16,0,0
Groundnut,Rust,34.5,52,347,6.0,21,1,0
Tomato,Healthy,16.8,58,79,5.0,62,0,0
Maize,Downy Mildew,38.6,77,280,6.4,86,1,1
Wheat,Smut,40.6,58,282,4.9,17,1,1
Sugarcane,Red Rot,16.9,33,304,6.0,19,1,1
Soybean,Healthy,39.3,50,291,5.3,63,1,1
Chilli,Leaf Curl,36.0,71,341,5.0,30,1,1
Rice,Healthy,23.4,90,283,7.1,79,0,0
Chilli,Anthracnose,35.2,33,343,8.0,81,1,1
Mango,Powdery Mildew,38.9,87,359,7.0,27,1,0
Sugarcane,Healthy,30.1,90,306,5.6,61,1,0
Banana,Panama Disease,41.6,59,24,5.3,86,1,1
Groundnut,Tikka Disease,27.7,47,250,5.1,47,1,0
Cotton,Leaf Curl Virus,18.4,90,321,6.4,45,1,0
Tomato,Healthy,25.5,68,366,8.1,35,0,0
Maize,Downy Mildew,31.1,48,330,7.5,80,1,0
Apple,Healthy,25.0,42,343,6.6,43,1,0
Groundnut,Tikka Disease,25.5,42,309,6.2,83,1,0
Potato,Late Blight,30.9,53,137,5.0,36,1,0
Maize,Healthy,44.1,57,80,5.6,43,0,0
Chilli,Anthracnose,15.9,59,21,6.6,24,1,1
Maize,Downy Mildew,22.0,64,93,4.9,68,1,1
Apple,Apple Scab,32.7,71,200,5.0,54,1,1
Chilli,Leaf Curl,39.5,78,97,5.5,18,1,0
Rice,Bacterial Leaf Blight,34.7,94,160,7.3,27,1,1
Tomato,Healthy,31.4,31,300,6.5,46,0,0
Sugarcane,Healthy,15.1,92,26,7.3,48,0,0
Grapes,Downy Mildew,40.4,94,153,7.5,54,1,1
Apple,Healthy,35.1,84,97,6.4,46,0,0
Cotton,Boll Rot,29.9,66,176,7.4,80,0,1
Soybean,Bacterial Blight,32.0,46,26,5.7,89,1,0
Tomato,Early Blight,28.7,86,209,8.2,86,0,1
Maize,Downy Mildew,43.0,34,281,8.1,11,1,1
Sugarcane,Healthy,42.0,31,306,7.4,90,0,0
Onion,Downy Mildew,21.3,44,369,7.8,58,1,1
Tomato,Early Blight,28.3,53,115,5.4,43,0,1
Groundnut,Healthy,35.9,43,68,7.8,51,0,0
Potato,Healthy,44.0,62,364,5.8,11,0,0
Chilli,Anthracnose,35.3,77,226,6.0,19,1,0
Soybean,Bacterial Blight,37.8,77,112,5.8,18,1,1
Chilli,Anthracnose,40.6,56,232,6.4,42,0,0
Potato,Healthy,35.7,64,255,5.4,49,0,0
Apple,Fire Blight,36.8,78,10,5.4,77,1,0
Soybean,Healthy,43.7,59,228,7.8,73,0,0
Wheat,Rust,29.9,34,304,7.8,46,0,0
Potato,Early Blight,34.7,40,392,7.8,27,1,0
Banana,Panama Disease,37.0,56,396,7.3,87,1,1
Onion,Healthy,25.3,65,154,5.4,66,0,0
Chilli,Anthracnose,44.7,61,377,6.7,56,0,1
Sugarcane,Red Rot,17.1,60,342,7.9,70,1,1
Rice,Bacterial Leaf Blight,33.5,52,73,8.1,40,1,1
Apple,Fire Blight,36.8,47,129,7.0,37,1,0
Tomato,Healthy,25.7,95,145,7.9,74,0,0
Groundnut,Rust,27.3,86,192,5.4,90,1,1
Soybean,Rust,25.7,70,95,8.0,21,1,1
Soybean,Bacterial Blight,23.7,49,134,5.1,18,1,1
Tomato,Late Blight,24.9,53,221,4.9,47,0,0
Onion,Healthy,28.7,45,163,7.6,30,0,1
Apple,Healthy,16.3,31,61,5.4,17,1,0
Soybean,Bacterial Blight,19.0,52,287,6.8,14,1,1
Sugarcane,Red Rot,23.1,72,24,7.8,72,0,1
Apple,Apple Scab,39.2,33,75,5.5,60,1,1
Grapes,Powdery Mildew,17.8,64,305,7.7,37,1,0
Groundnut,Healthy,25.2,31,188,7.9,33,0,0
Groundnut,Rust,29.1,36,372,5.1,35,1,0
Groundnut,Rust,44.9,43,192,7.3,55,1,1
Sugarcane,Healthy,36.1,47,172,5.8,37,0,0
Tomato,Early Blight,31.5,95,230,5.5,61,0,1
Wheat,Healthy,42.4,85,192,7.7,74,1,0
Banana,Panama Disease,21.8,80,197,6.1,75,1,0
Mango,Anthracnose,31.3,37,216,6.6,63,1,1
Groundnut,Tikka Disease,20.6,81,21,8.1,83,0,1
Cotton,Leaf Curl Virus,21.6,91,237,5.8,46,1,0
Sugarcane,Smut,16.8,52,252,7.5,26,0,1
Wheat,Rust,25.0,48,210,6.7,80,1,0
Wheat,Healthy,36.9,94,387,7.6,77,0,0
Wheat,Smut,41.7,88,230,7.5,42,1,0
Tomato,Septoria Leaf Spot,20.1,69,55,5.7,66,1,1
Soybean,Bacterial Blight,43.3,60,294,5.3,42,0,0
Onion,Healthy,39.1,79,391,5.7,29,0,0
Potato,Healthy,42.6,82,246,5.6,61,0,0
Grapes,Downy Mildew,31.9,91,112,7.2,19,0,1
Potato,Healthy,37.6,58,182,5.7,64,0,1
Soybean,Healthy,35.0,40,359,5.6,24,0,0
Potato,Healthy,20.7,72,20,6.1,60,0,0
Wheat,Powdery Mildew,38.8,87,108,5.5,75,1,1
Tomato,Late Blight,22.2,70,245,6.8,69,0,0
Wheat,Smut,37.4,35,233,8.1,56,1,0
Tomato,Early Blight,37.6,44,259,5.7,74,0,1
Rice,Healthy,34.4,85,290,5.3,18,0,0
Soybean,Healthy,20.1,78,192,7.9,58,0,0
Chilli,Healthy,18.6,73,74,7.8,84,0,0
Chilli,Healthy,32.4,44,169,5.6,76,1,0
Banana,Healthy,19.7,58,142,5.2,34,0,0
Maize,Leaf Blight,32.4,47,310,5.8,48,1,1
Soybean,Rust,16.1,54,179,5.2,88,0,0
Groundnut,Rust,27.5,48,199,5.9,49,0,1
Tomato,Septoria Leaf Spot,43.3,59,229,5.8,68,1,0
Apple,Healthy,30.7,39,307,8.0,70,0,0
Apple,Fire Blight,36.7,63,203,5.2,39,0,1
Onion,Healthy,35.2,79,319,5.2,73,0,0
Wheat,Healthy,17.8,56,56,7.6,45,0,0
Banana,Healthy,16.9,94,327,5.0,51,0,0
Soybean,Bacterial Blight,39.5,66,364,5.9,28,0,1
Banana,Panama Disease,23.7,61,64,6.5,51,1,1
Sugarcane,Smut,25.1,31,132,6.5,26,1,1
Mango,Powdery Mildew,40.8,65,113,7.4,12,1,1
Chilli,Healthy,40.0,72,266,5.8,36,0,0
Wheat,Healthy,30.5,48,128,7.2,80,1,0
Groundnut,Healthy,44.8,92,48,6.1,80,0,0
Banana,Healthy,29.6,91,50,6.6,38,0,0
Rice,Healthy,44.8,84,51,7.5,37,0,0
Banana,Panama Disease,20.4,59,393,4.9,59,1,0
Grapes,Downy Mildew,27.3,87,376,7.4,36,1,0
Banana,Panama Disease,16.5,86,238,5.9,31,0,1
Chilli,Leaf Curl,42.8,91,278,6.4,57,1,1
Tomato,Late Blight,35.2,64,117,6.2,65,1,1
Grapes,Healthy,41.7,53,57,5.9,86,0,0
Groundnut,Tikka Disease,23.3,85,99,7.2,23,1,1
Groundnut,Rust,23.5,77,228,7.2,36,1,1
Groundnut,Rust,15.0,52,72,7.8,55,0,1
Maize,Downy Mildew,40.6,76,362,6.8,18,0,1
Tomato,Septoria Leaf Spot,15.1,61,224,6.4,85,1,0
Groundnut,Rust,33.1,38,319,6.6,46,0,0
Maize,Leaf Blight,42.1,52,23,7.5,58,1,1
Rice,Bacterial Leaf Blight,25.8,88,131,7.5,10,1,1
Mango,Anthracnose,39.1,58,174,7.0,34,1,0
Wheat,Rust,23.5,55,322,5.4,17,1,1
Apple,Apple Scab,17.9,81,352,6.0,30,0,1
Rice,Bacterial Leaf Blight,21.8,61,307,5.5,58,0,1
Potato,Early Blight,26.9,65,286,7.4,56,0,1
Soybean,Bacterial Blight,17.3,79,259,7.5,46,0,1
Cotton,Boll Rot,26.0,80,86,6.7,17,0,1
Apple,Apple Scab,36.1,83,381,5.9,37,1,1
Grapes,Healthy,43.5,85,79,7.8,20,0,0
Tomato,Early Blight,36.5,68,74,7.3,78,0,1
Sugarcane,Healthy,36.3,72,21,7.3,54,1,0
Cotton,Healthy,38.3,95,213,7.7,64,0,1
Maize,Leaf Blight,25.8,78,43,7.4,27,1,1
Sugarcane,Smut,18.1,95,366,6.0,66,0,1
Potato,Healthy,21.3,79,391,7.3,40,0,0
Grapes,Powdery Mildew,33.3,72,166,7.7,29,1,1
Groundnut,Healthy,15.2,50,348,7.3,33,0,0
Cotton,Leaf Curl Virus,20.6,85,311,5.0,23,0,1
Apple,Healthy,24.6,58,50,6.0,14,1,0
Grapes,Healthy,37.9,72,167,6.8,28,0,0
Soybean,Bacterial Blight,30.3,95,185,6.0,46,1,1
Chilli,Anthracnose,33.0,63,292,6.1,83,1,0
Chilli,Healthy,39.8,93,18,6.3,38,0,0
Chilli,Leaf Curl,36.5,54,328,6.7,17,1,1
Mango,Healthy,24.4,38,399,7.7,23,0,0
Sugarcane,Red Rot,21.1,46,199,7.7,84,1,0
Groundnut,Rust,34.4,70,308,6.2,76,1,1
Mango,Anthracnose,33.5,94,0,5.5,22,1,1
Cotton,Boll Rot,38.1,86,335,7.8,85,1,1
Chilli,Healthy,40.5,30,265,7.1,51,0,0
Groundnut,Tikka Disease,18.5,56,104,7.0,24,1,0
Chilli,Anthracnose,23.0,53,144,8.1,13,1,1
Rice,Bacterial Leaf Blight,26.3,76,109,5.2,15,1,0
Cotton,Boll Rot,38.4,38,230,6.4,18,0,1
Soybean,Rust,16.8,92,168,6.0,38,0,1
Grapes,Healthy,24.3,31,282,7.1,82,0,0
Grapes,Downy Mildew,31.6,53,23,7.4,88,0,0
Rice,Bacterial Leaf Blight,36.2,62,190,5.5,33,1,1
Rice,Healthy,24.8,76,117,8.0,24,0,0
Cotton,Boll Rot,19.6,76,388,7.7,13,1,1
Grapes,Downy Mildew,24.7,82,22,5.7,85,1,1
Cotton,Boll Rot,27.4,87,12,8.0,85,0,1
Banana,Sigatoka,31.2,61,262,5.3,68,1,1
Chilli,Anthracnose,34.0,37,350,6.4,44,1,0
Banana,Healthy,30.3,57,81,6.1,21,1,0
Chilli,Healthy,29.0,41,377,5.0,54,1,0
Mango,Healthy,23.2,62,238,6.2,37,0,0
Onion,Healthy,40.6,78,375,5.4,87,0,0
Apple,Healthy,32.0,73,155,7.0,39,1,0
Tomato,Late Blight,24.9,76,46,5.8,74,1,1
Chilli,Leaf Curl,22.6,92,152,6.0,38,1,1
Maize,Leaf Blight,21.1,39,184,6.6,27,1,1
Apple,Apple Scab,30.7,83,227,5.9,34,1,1
Mango,Powdery Mildew,27.9,49,37,6.4,70,0,1
Cotton,Leaf Curl Virus,29.4,33,74,5.2,33,0,1
Apple,Healthy,38.5,95,214,6.1,36,0,1
Chilli,Healthy,24.5,74,370,7.7,71,0,1
Rice,Healthy,38.8,71,46,6.8,87,1,0
Onion,Downy Mildew,43.9,83,349,7.0,65,0,0
Potato,Early Blight,26.6,95,101,6.3,63,1,0
Chilli,Healthy,21.7,73,12,5.8,38,0,0
Grapes,Downy Mildew,22.7,52,363,6.0,84,1,1
Groundnut,Healthy,23.8,80,48,5.3,71,0,0
Wheat,Powdery Mildew,40.0,87,358,5.5,70,1,1
Tomato,Septoria Leaf Spot,28.0,77,274,5.9,58,1,0
Mango,Anthracnose,31.8,57,25,8.1,80,0,1
Rice,Brown Spot,36.9,34,215,7.7,81,1,1
Maize,Leaf Blight,40.2,32,104,5.0,84,1,1
Banana,Panama Disease,30.3,55,85,4.8,72,1,1
Cotton,Healthy,35.9,70,233,7.7,87,0,0
Onion,Healthy,40.3,61,13,7.6,33,0,1
Maize,Leaf Blight,38.9,30,349,7.8,70,1,1
Grapes,Healthy,41.9,81,305,7.1,61,0,0
Maize,Healthy,26.8,75,58,5.8,64,0,0
Grapes,Downy Mildew,26.4,89,302,5.1,20,1,1
Apple,Healthy,26.8,75,129,8.1,58,0,0
Onion,Healthy,23.4,56,373,6.5,67,0,1
Mango,Powdery Mildew,26.5,55,91,6.7,64,1,0
Sugarcane,Healthy,25.7,33,211,7.9,74,0,1
Groundnut,Healthy,39.6,91,36,5.2,14,0,0
Grapes,Powdery Mildew,33.6,69,373,5.5,28,1,1
Onion,Purple Blotch,32.5,48,12,5.2,77,1,1
Grapes,Powdery Mildew,34.1,72,119,7.3,63,1,1
Potato,Early Blight,26.3,91,154,6.8,45,0,1
Wheat,Rust,30.0,74,179,6.7,88,1,1
Potato,Healthy,34.4,34,102,5.7,39,1,1
Wheat,Healthy,28.6,46,342,7.1,84,1,0
Grapes,Healthy,22.9,92,275,6.0,31,0,0
Onion,Purple Blotch,18.3,75,61,6.0,81,1,1
Onion,Purple Blotch,28.4,78,326,6.8,90,0,0
Mango,Anthracnose,27.2,31,147,5.0,38,1,1
Apple,Fire Blight,41.7,70,115,4.8,74,1,1
Wheat,Smut,19.8,35,303,6.4,76,0,0
Cotton,Healthy,24.1,45,12,6.4,11,0,0
Cotton,Leaf Curl Virus,42.0,74,372,7.2,82,1,1
Sugarcane,Smut,20.5,77,168,7.9,75,1,1
Tomato,Healthy,37.4,93,18,6.3,53,1,0
Groundnut,Tikka Disease,16.1,88,309,5.0,32,1,1
Mango,Powdery Mildew,39.4,65,373,6.9,73,0,0
Potato,Late Blight,36.1,81,346,6.3,86,1,1
Cotton,Healthy,37.3,48,180,5.8,87,0,0
Mango,Powdery Mildew,27.5,82,358,7.6,37,1,1
Onion,Purple Blotch,15.0,52,255,5.9,60,0,1
Mango,Anthracnose,25.6,91,309,6.1,28,1,1
Sugarcane,Healthy,21.2,54,244,4.8,86,0,0
Onion,Purple Blotch,38.4,86,93,5.8,12,1,0
Tomato,Healthy,34.1,45,0,7.9,10,0,0
Wheat,Smut,35.5,69,249,6.7,73,1,1
Rice,Blast,27.3,47,284,7.4,38,1,1
Onion,Downy Mildew,32.7,63,331,4.9,18,1,0
Tomato,Early Blight,33.7,37,233,5.3,15,1,0
Groundnut,Rust,32.2,88,346,5.8,83,1,1
Grapes,Downy Mildew,26.2,57,254,7.3,52,0,0
Banana,Panama Disease,44.6,80,267,6.5,29,1,1
Onion,Healthy,28.1,80,275,6.3,89,0,0
Potato,Late Blight,16.8,69,144,5.5,68,1,1
Mango,Powdery Mildew,15.5,90,388,7.2,60,0,1
Groundnut,Healthy,21.3,95,199,6.3,77,1,0
Grapes,Powdery Mildew,42.2,44,247,5.5,34,1,0
Cotton,Boll Rot,33.2,59,349,6.8,55,0,0
